number:603
(item['aid'],item['coin'],item['danmaku'],item['favorite'],item['his_rank'],item['like'],item['no_reprint'],item['now_rank'],item['reply'],item['share'],item['view'], item['tag'])
"6292155", "0", "0", "0", "0", "0", "0", "0", "0", "4", "20", "英雄联盟|英雄联盟LOL"
"14680765", "2", "1", "3", "0", "2", "0", "0", "2", "1", "303", "运动|乒乓球慢动作教学视频"
"16777917", "5", "5", "0", "0", "2", "1", "0", "5", "1", "415", "网络游戏|DNF|李星柚握草泥马"
"18875072", "5", "4", "18", "0", "6", "1", "0", "3", "6", "370", "丁程鑫|马嘉祺|敖子逸|陈泗旭|贺峻霖|张真源|宋亚轩|李天泽|刘耀文|陈玺达"
"4195008", "4", "22", "55", "0", "1", "0", "0", "5", "8", "6067", "飞行员|飞机事故|飞行员之眼|PILOTSEYE|紧急迫降"
"10486467", "0", "0", "0", "0", "0", "0", "0", "0", "1", "218", "手机游戏|游戏视频"
"4195011", "9", "24", "23", "0", "1", "0", "0", "2", "7", "369", "胡歌|伪装者|戴涛|四十九日祭|明台"
"6292164", "63", "51", "43", "0", "0", "0", "0", "33", "10", "1753", "葛平|UTAU|极乐净土|葛神计划"
"16777929", "30", "23", "47", "0", "11", "0", "0", "12", "0", "807", "银河|丁恩妃|Korea相关|gfriend|百度丁恩妃吧|eunha"
"14680778", "0", "0", "4", "0", "0", "0", "0", "1", "2", "203", "运动|乒乓球慢动作教学视频"
"16777936", "54", "244", "519", "0", "63", "0", "0", "186", "160", "60131", "体育|世界杯|曼联|欧冠|伊布|梅西|运动|国际米兰|C罗|巴萨|足球|阿德里亚诺"
"16777937", "0", "0", "0", "0", "0", "0", "0", "0", "0", "115", "彩虹六号|彩虹6号|彩虹六号围攻|彩虹6号围攻"
"6292190", "12", "118", "166", "0", "7", "0", "0", "17", "7", "6700", "SNH 48|肖钱大法好|SNH48肖钱"
"8389342", "0", "1", "0", "0", "0", "0", "0", "0", "3", "26", "实况|攻略|解说|刺客信条3"
"4195045", "3", "2", "4", "0", "0", "0", "0", "1", "3", "32", "自制|日常|萌萌哒|空间有毒|被室友打死"
"14680807", "0", "2", "9", "0", "0", "0", "0", "2", "7", "383", "明星|防弹少年团|Korea相关"
"8389353", "3", "8", "13", "0", "1", "0", "0", "0", "0", "684", "星海|文海地|杨根思连|杨根思|成了你的兵，我今生荣光|军营网络春晚"
"2097901", "0", "11", "53", "0", "0", "0", "0", "2", "1", "3262", "SMAP|中居正广"
"6292230", "2", "3", "2", "0", "0", "0", "0", "2", "4", "435", "实况攻略|穿越火线|游戏解说|CF|AkE.小包子"
"18875142", "2", "1", "3", "0", "0", "1", "0", "7", "4", "573", "第一视角|原创|生活|摄影|日常"
"10486538", "4", "3", "48", "0", "0", "0", "0", "3", "1", "892", "鹿晗|明星|联想小新|择天记鹿晗|鹿晗cut|联想小新笔记本"
"2097933", "3", "16", "62", "0", "0", "0", "0", "0", "4", "1776", "手办模型|「舰これ」"
"14680846", "0", "0", "0", "0", "0", "0", "0", "0", "0", "13", "DNF|网络游戏"
"4195088", "2", "3", "6", "0", "6", "0", "0", "1", "2", "3633", "打僵尸|狂躁|FLASH动画"
"2097940", "9", "3", "17", "0", "0", "0", "0", "10", "7", "375", "MANICSTREETPREACHERS|MSP"
"18875157", "8", "8", "19", "0", "16", "0", "0", "33", "3", "513", "综艺|米兰达|打嗝|仙女|YouTube|戏精"
"16778007", "6", "2", "8", "0", "8", "1", "0", "3", "1", "1021", "明星|塞纳河|刘炅然|SNH48|小怪兽|一日店员|CKG48"
"4195098", "94", "32", "56", "0", "0", "0", "0", "26", "18", "1613", "洛天依|乐正绫|VOCALOID|丁香花"
"8389403", "62", "1786", "3296", "0", "259", "0", "0", "580", "463", "574145", "美食|美食圈"
"8389407", "29", "110", "308", "0", "29", "0", "0", "35", "87", "11845", "明星|孙珍妮|混血|美少女|塞纳河|美颜舔屏向|仙气十足|古灵精怪|snh48"
"18875173", "0", "0", "0", "0", "0", "1", "0", "0", "0", "26", "英雄联盟|英雄联盟LOL"
"14680874", "5", "7", "15", "0", "2", "1", "0", "19", "5", "3552", "手机游戏|攻略|碧蓝航线"
"14680876", "46", "267", "1455", "0", "26", "0", "0", "74", "23", "44636", "手工|制作|手帐|DIY|演示|YOTUBE|液体笔记本"
"16778029", "0", "0", "0", "0", "1", "0", "0", "0", "0", "54", "单机游戏|娱乐向|黑暗之魂|新人|实况|黑暗之魂3|萌新"
"16778031", "1", "2", "2", "0", "8", "0", "0", "12", "3", "369", "手机游戏|小游戏|实况|攻略|Fate/Grand Order"
"16778041", "7", "2", "2", "0", "7", "0", "0", "2", "1", "381", "动漫杂谈|动画|魔法使之嫁|感人|二次元|新番|动漫|新番点评|少女爱情|魔法使新娘短评"
"8389443", "6", "4", "6", "0", "0", "0", "0", "4", "6", "1569", "搞笑|悲剧碉堡傻缺|友尽系列|日常|作死|2017|傻缺悲剧集锦|蛤蛤蛤蛤蛤"
"14680901", "8", "1", "3", "0", "0", "1", "0", "3", "1", "58", "手机游戏"
"10486595", "1", "67", "48", "0", "1", "0", "0", "3", "4", "2777", "坎巴拉太空计划|youtube|潜射导弹|ksp"
"16778056", "4", "1", "316", "0", "11", "0", "0", "3", "3", "6983", "舞蹈|明星舞蹈|韩舞|饭拍|明星|性感|Korea相关|热舞|美腿|Fancam|Laysha"
"10486604", "7", "14", "15", "0", "0", "0", "0", "3", "0", "258", "日语入门|公开课|日语自学|动漫日语|初级日语|日语零基础|爱沃趣日语|新标初级上册|爱沃趣日语教育|林老师的日语课堂"
"18875213", "0", "1", "0", "0", "1", "1", "0", "0", "0", "86", "网络游戏|荒野求生|沙盒游戏|热门游戏|搞笑|射击游戏|绝地求生|吃鸡|菜鸟|终结者2"
"16778070", "0", "5", "0", "0", "0", "0", "0", "0", "0", "53", "歌曲|BGM|音乐选集|合集"
"14680920", "2", "1", "4", "0", "0", "0", "0", "3", "1", "135", "无耻之徒|Ethan Cutkosky|无耻家庭|shameless第七季|gallagher|Jeremy Allen"
"2098009", "38", "707", "314", "0", "15", "0", "0", "80", "187", "35773", "英雄联盟|电子竞技|搞笑|赏金术士|丧心病狂"
"12583768", "12", "19", "160", "0", "8", "0", "0", "22", "15", "4365", "动物圈|大熊猫奇果"
"18875227", "0", "0", "0", "0", "3", "0", "0", "0", "0", "15", "MV|单曲"
"12583774", "5", "0", "2", "0", "0", "1", "0", "1", "1", "53", "音乐|治愈向|音乐选集|蕾姆党"
"6292319", "0", "0", "1", "0", "0", "0", "0", "0", "4", "124", "搞笑|搞笑视频|月饼节快乐|中秋节|美食制作视频"
"8389472", "0", "0", "0", "0", "0", "0", "0", "1", "2", "65", "父母|过年|时光|孤独老人"
"12583780", "41", "118", "62", "0", "5", "0", "0", "75", "4", "5916", "网络游戏|电子竞技|CSOL|实况|攻略|游戏视频|反恐精英OL|世纪天成|CSOL游戏设置"
"12583786", "29", "7", "46", "0", "6", "1", "0", "16", "3", "1608", "明星|塞纳河|GNZ48|TEAM NIII|刘力菲|刘倩倩|w刘"
"4195181", "0", "5", "5", "0", "0", "0", "0", "3", "4", "190", "专辑|完整版|MV"
"14680944", "3", "1", "6", "0", "0", "0", "0", "1", "1", "199", "日文翻唱|翻唱|外语翻唱|松下|繰り返し一粒"
"16778099", "473", "106", "1145", "0", "223", "1", "0", "101", "192", "19623", "减脂|瑜伽|健身|健美|健身操"
"18875255", "216", "150", "414", "0", "97", "0", "0", "86", "137", "12042", "明星|陈桂君|就差一点点|桂媛|杨媛媛|GNZ48"
"14680962", "5", "26", "54", "0", "7", "0", "0", "78", "63", "3436", "桌游棋牌|游戏王|GX|Link|Duel"
"14680970", "78", "3550", "1806", "0", "63", "0", "0", "272", "86", "45560", "黄奕|国产|车仁表|茹萍|爱在离别时"
"10486667", "4", "6", "2", "0", "0", "0", "0", "4", "1", "328", "手机游戏|演示|Fate/Grand Order|fgo国服|FGO赝作"
"18875278", "0", "2", "34", "0", "15", "1", "0", "3", "0", "2834", "开口跪|男神|张新成|一首凉凉送给自己"
"4195227", "0", "2", "11", "0", "1", "0", "0", "3", "3", "217", "电音|音乐"
"6292383", "1", "0", "0", "0", "0", "0", "0", "1", "5", "74", "电子竞技|POV|CSGO|Astralis|device"
"2098081", "30", "183", "346", "0", "7", "0", "0", "5", "19", "13274", "碟中谍|花絮"
"6292394", "3", "5", "17", "0", "0", "0", "0", "4", "7", "490", "明星|BTS|郑号锡|防弹少年团|金南俊|朴智旻|金硕珍|闵玧其|田柾国|金泰亨|中秋祝福"
"2098092", "1", "69", "5", "0", "0", "0", "0", "2", "5", "824", "游戏赛事|EXVS|EXVSMB|电竞赛事|ZATO"
"8389557", "1", "22", "138", "0", "4", "0", "0", "8", "30", "8252", "霸气 舞蹈"
"10486717", "2", "0", "0", "0", "0", "0", "0", "0", "0", "20", "电子竞技|300英雄|300英雄绯村剑心"
"12583871", "20", "240", "266", "0", "22", "0", "0", "89", "25", "40547", "英雄联盟|电子竞技|FAKER|中文字幕|日常|SKT T1 Faker|李相赫"
"18875329", "631", "253", "455", "0", "746", "1", "0", "140", "133", "64227", "鬼畜|卢本伟|开口跪|人力VOCALOID|有毒|洗脑"
"8389574", "179", "602", "656", "0", "31", "0", "0", "284", "36", "6941", "手机游戏|原创歌曲|Dela_P|击鼓传曲|豆腐P|崩坏|溟葵儿|falloffall|原创音乐|兄贵大乱斗|动动动动点P|純白P|Rabbiii|Bokiy"
"4195280", "2", "3", "3", "0", "0", "0", "0", "0", "5", "122", "GAMEMAKER教程"
"18875345", "2", "26", "24", "0", "7", "1", "0", "12", "0", "4703", "GMOD|新人|单机游戏|联机"
"18875349", "0", "1", "0", "0", "3", "1", "0", "0", "0", "38", "手机游戏|所罗门|梅林|无法无天|Fate/Grand Order|杰基尔&海德"
"14681045", "12", "49", "97", "0", "5", "0", "0", "6", "11", "1307", "明星|TVB|陈伟霆"
"10486745", "2", "1", "14", "0", "1", "0", "0", "4", "0", "309", "日常|ASMR|YOUTUBE搬运|化妆品|asmr|眼影|我的化妆包"
"16778202", "4", "2", "23", "0", "7", "1", "0", "0", "2", "1102", "电影剪辑|莫里斯的情人|1987|Maurice|Hugh Grant|James Wilby"
"2098136", "1", "0", "1", "0", "0", "0", "0", "0", "4", "334", "美女手游日记|预告资讯|神偷|美女手游|IOS游戏"
"10486749", "2", "1", "0", "0", "0", "1", "0", "2", "1", "103", "电子竞技|网络游戏|手机游戏|游戏视频|娱乐|直播录像|子弹力量|bullet force"
"12583909", "16", "184", "330", "0", "20", "0", "0", "30", "29", "6339", "朴孝敏|李居丽|朴智妍|含恩静|咸恩静|全宝蓝|朴素妍|Korea相关|T-ara"
"10486764", "0", "0", "4", "0", "0", "0", "0", "3", "0", "167", "美食|美食圈|美食视频|制作教程|黑暗料理"
"14681080", "4", "135", "23", "0", "12", "0", "0", "115", "11", "16118", "吃播|美食|美食侦探|街头美食|美食圈|吃货|食玩|印度|YouTube|乡村美食"
"6292474", "2", "3", "10", "0", "0", "0", "0", "2", "18", "483", "三次元音乐"
"18875390", "176", "141", "115", "0", "197", "1", "0", "83", "39", "7270", "美妆|分享"
"16778240", "33", "23", "33", "0", "24", "1", "0", "12", "2", "643", "MMD.3D|舞蹈MMD|宇智波鼬|火影MMD|URUSaaA爱"
"4195335", "19", "3", "0", "0", "0", "0", "0", "9", "7", "122", "音乐游戏|FC|CYTUS"
"16778251", "443", "286", "107", "0", "385", "1", "0", "115", "73", "29712", "种草|护肤|购物分享"
"10485760", "18", "1", "5", "0", "0", "1", "0", "6", "1", "248", "くまモン|熊本熊|kumamon"
"6291456", "47", "28", "114", "0", "0", "0", "0", "28", "12", "3221", "宅舞|舞蹈|绝对领域|双马尾|宅舞翻跳|ZIGG ZAGG"
"10485762", "278", "675", "460", "0", "5", "1", "0", "119", "142", "20284", "美妆|口红试色|种草|试色|唇膏试色|口红|Hold Live"
"10485765", "2", "16", "10", "0", "0", "0", "0", "12", "1", "1245", "防空导弹系统|防空导弹|S-300|S-300PMU-1"
"6291477", "35", "82", "105", "0", "1", "0", "0", "24", "12", "5721", "顾陶|弦墨|是月流光|识汝不识丁|顾射 陶墨"
"8388635", "2", "2", "12", "0", "0", "0", "0", "3", "4", "441", "电音|耳机福利|作业用|欧美音乐|耳骚|听歌向|电子|VIRTUAL RIOT REMIX|Energy Drink|Virtual Riot"
"8388643", "1", "1", "3", "0", "0", "0", "0", "0", "6", "287", "数码|M1|电动滑板|iMobile|Inboard"
"8388650", "9", "114", "47", "0", "1", "0", "0", "10", "7", "2092", "单机游戏|搞笑|逗比|直播|搬运|侠盗猎车手|PS4|作死|直播录像|GTA系列"
"8388658", "32", "6", "93", "0", "8", "0", "0", "11", "8", "2748", "绘画|绘画过程|绘画视频|SAI绘画过程|SAI鼠绘教程"
"4194354", "4", "4", "9", "0", "0", "0", "0", "2", "5", "313", "PMV|MLP"
"8388660", "7", "82", "370", "0", "1", "0", "0", "12", "29", "21417", "人文|科普|趣闻|丁丁|科技人文|趣味短片|公开课|趣味科普人文|两性健康"
"16777269", "0", "0", "11", "0", "1", "1", "0", "0", "1", "321", "综艺|日本"
"12582968", "0", "1", "0", "0", "0", "0", "0", "0", "0", "58", "网络游戏|MOBA游戏"
"18874425", "0", "8", "3", "0", "3", "1", "0", "21", "1", "523", "手机游戏|日常|QQ飞车|赛道之王|qq飞车手游"
"6291517", "14", "54", "66", "0", "0", "0", "0", "11", "7", "1205", "ちお|君の名は。|なんでもないや"
"10485825", "1", "1", "7", "0", "0", "0", "0", "7", "1", "713", "搞笑|爆笑|娱乐|高能|是在下输了|日常|奇葩|脑洞|魔性|吐槽"
"18874435", "0", "0", "0", "0", "1", "1", "0", "0", "1", "113", "明星|正能量|宪哥|旺旺|吴宗宪|综艺天王|孝亲奖"
"12582982", "5", "2", "27", "0", "3", "0", "0", "4", "2", "1240", "朴海镇|影视剪影|金高银|奶酪陷阱|少女心爆炸"
"12582989", "12", "5", "48", "0", "2", "0", "0", "10", "4", "3508", "高垣彩阳|雪音克莉丝"
"18874452", "38", "10", "96", "0", "34", "0", "0", "31", "39", "5818", "城会玩系列|少女前线|当你在少前系列|退场二人组的幸福生活"
"10485846", "0", "0", "5", "0", "0", "0", "0", "0", "0", "186", "画江湖之灵主|女性角色|狂澜|汝嫣|左丘宁|朱芷怡|苗巧|玄霜|燕凌霞|春音秋律"
"2097240", "36", "119", "14", "0", "0", "0", "0", "35", "7", "2770", "舞蹈|宅舞|云南宅舞联盟|初投稿|试跳|SPRING SHOWER|山子|春雨"
"12583004", "2", "2", "2", "0", "0", "0", "0", "2", "2", "456", "森林"
"4194397", "14", "6", "1", "0", "0", "0", "0", "6", "5", "269", "男友4|捞薯"
"4194399", "5", "6", "3", "0", "2", "0", "0", "2", "7", "209", "游戏攻略|VEGA CONFLICT|屌丝配置"
"16777313", "13", "10", "5", "0", "2", "0", "0", "6", "1", "656", "明星|PV|歌曲|ジャニーズWEST|TWICE|单曲|AKB48|现场|日本音乐|流行|Billboard"
"12583010", "3", "0", "0", "0", "0", "0", "0", "0", "0", "13", "网络游戏|DNF|地下城与勇士|直播录像|气功师"
"14680174", "0", "0", "0", "0", "0", "0", "0", "0", "0", "18", "教育|财务报表"
"18874480", "6", "0", "0", "0", "1", "1", "0", "2", "0", "115", "单机游戏|绝地求生|单机联机|秘制操作"
"16777342", "11", "28", "12", "0", "24", "0", "0", "10", "5", "15581", "电影剪辑"
"18874497", "8", "0", "49", "0", "11", "0", "0", "5", "0", "1883", "耳机必备|ASMR"
"14680195", "0", "0", "0", "0", "0", "0", "0", "0", "1", "16", "教育|会计核算"
"4194435", "1", "8", "11", "0", "0", "0", "0", "4", "2", "1461", "明星|SNH48|黄婷婷|塞纳河|国民美少女"
"2097288", "25", "38", "10", "0", "0", "0", "0", "32", "4", "1285", "东方PROJECT|实况攻略|战役|微软|实况解说|帝国时代|帝国时代3|博丽灵梦|灵梦"
"6291607", "2", "21", "69", "0", "1", "0", "0", "3", "8", "1669", "明星|防弹少年团|Korea相关"
"18874529", "61", "54", "61", "0", "98", "1", "0", "87", "7", "2635", "手工|文具|原创|胶带|手帐|DIY|设计|贴纸|日记|拼贴"
"6291619", "5", "4", "45", "0", "5", "0", "0", "5", "10", "2021", "传奇难度|光晕4|妈妈问跪|速攻视频|光环4|最高难度 一命通关|世界纪录速杀|Halo|Halo4"
"14680234", "13", "15", "2", "0", "3", "0", "0", "12", "2", "639", "激战2|Guild Wars"
"18874541", "40", "298", "1115", "0", "302", "0", "0", "552", "347", "99331", "萌萌哒|可爱|卖萌|异瞳|折耳猫"
"6291630", "9", "112", "521", "0", "3", "0", "0", "19", "24", "6563", "美食|深夜报社|料理|烹饪|厨艺|youtube"
"10485936", "0", "1", "41", "0", "0", "0", "0", "2", "0", "890", "2017|鞋子集合"
"2097328", "5", "138", "15", "564", "0", "0", "0", "21", "6", "5898", "DOTA2|新疆人|小B神|BLACK"
"12583092", "32", "155", "69", "0", "7", "1", "0", "68", "7", "11106", "手办模型|童年|电动|万代|野生技术协会|卡酷|齿轮传动|齿轮战兽"
"18874548", "4", "5", "2", "0", "2", "1", "0", "6", "1", "223", "开封|鼓楼|夜市美食|炒凉粉|volg|书店街"
"16777406", "0", "0", "0", "0", "0", "0", "0", "0", "0", "22", "搞笑|搞笑视频|重庆方言"
"12583103", "0", "0", "0", "0", "0", "0", "0", "1", "0", "87", "比利王|比利王の乱入|老鼠模拟器"
"18874560", "0", "0", "0", "0", "1", "1", "0", "0", "0", "47", "恐怖游戏|录播|直播|娱乐|单机|极度恐慌2|录像"
"14680262", "50", "1275", "1519", "0", "136", "0", "0", "52", "85", "16113", "黄景瑜|许魏洲|瑜洲|剪辑|影视剪影|上瘾网络剧|花絮"
"8388811", "0", "0", "4", "0", "0", "0", "0", "0", "2", "79", "youtube|Alexandrea Garza"
"14680273", "2", "0", "0", "0", "0", "0", "0", "2", "0", "77", "单机游戏|手残|杀手6|杀手|游戏视频|杀手47|教学|hitman|hitman6|蝎宝宝520"
"2097377", "9", "89", "60", "0", "2", "0", "0", "7", "23", "1969", "留学|校园"
"10485986", "2", "0", "2", "0", "2", "0", "0", "3", "6", "203", "中文翻唱|翻唱|国人男声|合唱|新人|初投稿|北京东路的日子|上海TJB14届高三"
"12583137", "0", "0", "2", "0", "0", "0", "0", "3", "0", "26", "波打際のむろみさん"
"2097382", "5", "16", "2", "0", "0", "0", "0", "9", "6", "1144", "同人配音|ACG配音|隐之王|翻配"
"16777449", "0", "0", "0", "0", "3", "1", "0", "0", "0", "13", "日常|英雄联盟日常杀戮"
"12583146", "75", "16", "90", "0", "19", "0", "0", "14", "14", "2357", "视频教程|新手向|课程|编程|野生技术协会|c语言"
"14680299", "0", "0", "2", "0", "1", "0", "0", "1", "0", "36", "舞蹈|自制|MV|校园|分手|人生|恋爱|灵魂歌手|原创"
"18874609", "0", "9", "2", "0", "3", "0", "0", "2", "0", "803", "汽车|机械|丰田|SUV|新车|奥迪Q5|宝骏530"
"18874610", "0", "0", "0", "0", "0", "0", "0", "0", "0", "147", "终极一班5：小虎公然挑战蓝斯洛，鬼狼刀一"
"16777457", "6", "9", "3", "0", "2", "0", "0", "43", "5", "1803", "DNF|网络游戏|召唤师|魔界裂缝|dnf召唤师"
"4194548", "2", "0", "50", "0", "1", "0", "0", "5", "4", "921", "GALGAME|仆と恋するポンコツアクマ。|SAYORI"
"12583158", "2", "1", "0", "0", "0", "0", "0", "1", "0", "199", "鬼畜|梁非凡|刘醒|鬼畜调教|新人向"
"2097399", "0", "2", "2", "0", "0", "0", "0", "0", "1", "112", "实况攻略|恐怖|实况解说|植物僵尸|文艺海大富|僵尸宅急便|灵换宅急便"
"16777462", "3", "3", "11", "0", "3", "0", "0", "4", "1", "331", "罗志祥"
"2097401", "16", "79", "154", "0", "10", "0", "0", "18", "12", "9286", "我的世界|实况攻略|实况解说|明月庄主|MINECRAFT"
"4194554", "1", "2", "130", "0", "1", "0", "0", "1", "6", "2822", "TOP|太阳|BIGBANG|权志龙|胜利|GD|G-DRAGON|大声|崔胜贤|杭州FM"
"12583163", "6", "0", "1", "0", "2", "0", "0", "0", "0", "19", "绘画|日常|板绘过程"
"4194558", "10", "17", "44", "0", "0", "0", "0", "2", "13", "839", "ROOT|百合|疑犯追踪|肖根|AMYACKER|SARAHSHAHI|SHAW"
"2097407", "2", "17", "3", "0", "0", "0", "0", "4", "11", "1156", "科学|创业|搞笑|社交|互联网"
"2097409", "0", "1", "4", "0", "0", "0", "0", "0", "3", "205", "游戏集锦|偶像大师|偶像大师OFA|IDOL MASTER"
"4194562", "5", "20", "2", "0", "0", "0", "0", "7", "2", "616", "GMOD|蒙太奇|娱乐"
"8388871", "2", "3", "22", "0", "1", "0", "0", "3", "21", "548", "装逼|神枪手"
"10486027", "0", "0", "0", "0", "0", "0", "0", "2", "0", "117", "守望先锋|电子竞技|高产似母猪|随缘箭|菜鸡|手残也能玩游戏|守望先锋视频|随缘箭法|半藏教学|随缘半藏|第一次玩半藏"
"4194572", "30", "61", "7", "0", "0", "0", "0", "18", "5", "274", "国人翻唱"
"2097420", "44", "661", "1204", "86", "10", "0", "0", "304", "46", "190671", "明星|许佳琪|邱欣怡|莫寒|戴萌|SNH48|投错区系列|随你黑48"
"2097423", "3", "11", "1", "0", "0", "0", "0", "1", "6", "492", "英雄联盟|电子竞技|安妮|定级赛"
"18874643", "6", "4", "7", "0", "12", "1", "0", "1", "0", "200", "昭宥|明星|花絮|SOYOU|中字|姜智贤|姜知贤"
"14680339", "0", "0", "0", "0", "0", "0", "0", "0", "0", "5", "开心农场|少儿舞蹈|LED背景视频|高清舞美片源"
"10486041", "14", "7", "30", "0", "0", "0", "0", "14", "4", "807", "酸欠少女さユり|ミカヅキの航海|新月的航海"
"12583193", "8", "58", "104", "0", "17", "0", "0", "5", "14", "5909", "朴经|block b|门萨经|脑性男|Korea相关|大脑性感时代"
"8388899", "2", "2", "6", "0", "0", "0", "0", "3", "3", "282", "翻唱|御姐|呆西|声音与长相不符"
"14680355", "0", "3", "14", "0", "0", "1", "0", "2", "0", "357", "明星|金南俊|郑号锡|金硕珍|朴智旻|闵玧其|防弹少年团|田柾国|金泰亨|音乐选集"
"16777512", "8", "2", "5", "0", "6", "1", "0", "5", "1", "41", "以撒的结合：重生|以撒的结合重生|以撒的结合|芒桑桑|芒果先生哟"
"6291761", "12", "1", "4", "0", "0", "0", "0", "20", "9", "281", "iwanna"
"6291766", "7", "1", "5", "0", "0", "0", "0", "1", "7", "135", "单机游戏|GMV|狂战士信条|游戏CG|刺客信条|CMV|燃向"
"18874683", "3", "47", "10", "0", "7", "1", "0", "105", "2", "8283", "赛尔号"
"4194623", "8", "2", "29", "0", "0", "0", "0", "2", "6", "234", "MMD.3D|TDA式|VOCALOID|舞蹈MMD|IA"
"18874695", "200", "68", "273", "0", "102", "1", "0", "59", "101", "2938", "有毒|轻薄の假相|我们相大概是疯了吧|2018 生日快乐"
"16777543", "1", "1", "0", "0", "0", "1", "0", "4", "0", "34", "手机游戏|实况|崩坏3|非酋日常"
"12583241", "1", "0", "0", "0", "0", "0", "0", "1", "0", "39", "音乐|纯音乐|听歌|音乐选集"
"12583239", "5", "3", "30", "0", "4", "0", "0", "1", "2", "1560", "PO表志勋|Korea相关|BlockB表志勋"
